dataset_index,normal_score,flipped_score
0,1.882096529006958,-0.07754015177488327
1,2.2010481357574463,0.32947996258735657
2,1.865805983543396,0.7595290541648865
3,1.5478110313415527,1.0464255809783936
4,1.4757518768310547,1.366381287574768
5,2.0713555812835693,0.9663013815879822
6,0.6001277565956116,1.6739096641540527
7,2.2032454013824463,0.27299878001213074
8,0.7411526441574097,1.4993691444396973
9,1.062280535697937,1.1323671340942383
10,2.318504810333252,-0.34757766127586365
11,3.0102365016937256,-0.296029657125473
12,1.6630408763885498,0.516407310962677
13,0.2771511673927307,2.3907968997955322
14,0.11616597324609756,1.7284657955169678
15,1.133549451828003,1.0667983293533325
16,2.4421257972717285,-0.03703031688928604
17,0.16255202889442444,2.2267191410064697
18,0.4752335250377655,2.3850061893463135
19,2.0483808517456055,0.6704134345054626
20,1.650603175163269,0.5072239637374878
21,2.3785035610198975,0.7159256339073181
22,3.4185898303985596,-0.22285179793834686
23,1.7129356861114502,0.8779667615890503
24,1.2914342880249023,1.5513479709625244
25,1.563470482826233,0.7935274243354797
26,-0.9883037805557251,3.4862594604492188
27,0.7326752543449402,1.3559329509735107
28,1.442265272140503,0.5980454683303833
29,2.655299663543701,-0.31083250045776367
30,1.422105073928833,0.5945900678634644
31,1.7407031059265137,1.2342950105667114
32,0.18823878467082977,2.7978479862213135
33,1.0059385299682617,1.191099762916565
34,0.867434561252594,1.9362659454345703
35,0.7199059128761292,1.7546794414520264
36,0.7620635628700256,1.8706812858581543
37,2.444871187210083,-0.19050617516040802
38,-0.3180026412010193,2.7937071323394775
39,0.9268934726715088,1.226533055305481
40,3.9593067169189453,-1.437372088432312
41,3.0155227184295654,-0.26475876569747925
42,2.627309560775757,-0.012441775761544704
43,1.3819093704223633,1.5182350873947144
44,0.7608521580696106,1.5255835056304932
45,2.045985460281372,-0.05664157122373581
46,0.28967219591140747,1.5788697004318237
47,0.797746479511261,1.4036909341812134
48,1.5333038568496704,0.732437252998352
49,1.7035598754882812,0.6227012872695923
50,2.01665997505188,-0.14963330328464508
51,0.0449637696146965,2.689504623413086
52,0.5060515403747559,2.4595813751220703
53,2.0996997356414795,-0.16827313601970673
54,1.24477219581604,1.6589165925979614
55,0.9783690571784973,1.8020365238189697
56,2.533513307571411,-0.24001185595989227
57,-0.017509829252958298,2.4725265502929688
58,0.35592037439346313,2.4726181030273438
59,1.2051366567611694,1.4970300197601318
60,2.79854416847229,-0.32011768221855164
61,1.8540809154510498,0.5351211428642273
62,1.2660183906555176,2.008239984512329
63,2.6195173263549805,0.01264649722725153
64,0.9503028988838196,1.442373514175415
65,0.9387490153312683,2.1106832027435303
66,1.8957054615020752,0.5861452221870422
67,2.940635919570923,0.06589383631944656
68,0.6977909803390503,2.483538866043091
69,0.8287023901939392,1.371906042098999
70,2.754725694656372,-0.38672181963920593
71,1.7785850763320923,0.6900697946548462
72,2.3518083095550537,0.4775291085243225
73,2.661498546600342,-0.32384365797042847
74,0.886236310005188,1.964418649673462
75,0.45042985677719116,2.1733086109161377
76,2.4745190143585205,0.15988010168075562
77,0.09395625442266464,1.9175465106964111
78,0.9875824451446533,1.4528417587280273
79,0.9837830662727356,2.0155794620513916
80,1.1148593425750732,1.4369254112243652
81,1.2829852104187012,1.0207875967025757
82,2.143913984298706,0.04007278382778168
83,1.5692009925842285,0.27543359994888306
84,1.2007324695587158,1.5390671491622925
85,2.1580898761749268,0.513507604598999
86,2.892399549484253,-0.6455375552177429
87,2.791890859603882,-0.53477942943573
88,0.384615421295166,1.2640578746795654
89,1.7877647876739502,0.46459490060806274
90,1.7245184183120728,0.8222880959510803
91,-0.19973565638065338,2.4746720790863037
92,3.319984197616577,-0.889069676399231
93,-0.5096177458763123,3.7208616733551025
94,1.812856912612915,0.8083484768867493
95,2.039048194885254,0.3921823799610138
96,1.780747652053833,0.6065263152122498
97,0.11135614663362503,3.205240488052368
98,1.2658746242523193,1.7996488809585571
99,2.924560308456421,-0.5662111639976501
100,0.5217350721359253,1.831088662147522
101,1.653061866760254,0.9692686796188354
102,1.465991735458374,0.8497894406318665
103,3.2697415351867676,-1.0106463432312012
104,0.5432048439979553,1.7617034912109375
105,0.38598400354385376,2.0536904335021973
106,0.8604841828346252,1.3412399291992188
107,0.7160957455635071,1.698836088180542
108,2.667482852935791,0.17894798517227173
109,3.12870192527771,-0.6757044792175293
110,1.6578235626220703,0.8907526731491089
111,1.9519035816192627,0.31288039684295654
112,0.5457566380500793,1.8077917098999023
113,2.2891757488250732,-0.4216538071632385
114,2.0210213661193848,0.8226637244224548
115,1.4882941246032715,0.8770424723625183
116,1.8074778318405151,0.34049558639526367
117,0.4690735340118408,1.7471073865890503
118,2.5832040309906006,-0.5811784863471985
119,2.524765968322754,0.11786171048879623
120,0.976175844669342,1.1424471139907837
121,0.6527165770530701,1.4982529878616333
122,1.0248582363128662,1.6755913496017456
123,2.305873155593872,0.29847827553749084
124,0.8748055100440979,2.0856196880340576
125,1.560983419418335,1.0927553176879883
126,1.8828190565109253,-0.06306684017181396
127,0.8955604434013367,1.0553362369537354
128,2.203867197036743,0.12943202257156372
129,-0.06253243237733841,2.7103993892669678
130,1.1513795852661133,1.346921443939209
131,2.3037431240081787,-0.03591959923505783
132,1.7104518413543701,0.5453097224235535
133,1.0461214780807495,1.7265002727508545
134,2.030045747756958,0.5150732398033142
135,1.0342801809310913,1.0953375101089478
136,1.1045507192611694,1.2035486698150635
137,1.1570347547531128,1.0036427974700928
138,3.1771316528320312,-0.39267534017562866
139,2.194617986679077,0.9335756897926331
140,1.7502269744873047,1.0410186052322388
141,1.2592835426330566,1.5056878328323364
142,0.8209729790687561,1.9599545001983643
143,0.2540786564350128,2.1578376293182373
144,1.8007948398590088,1.1853817701339722
145,2.5715537071228027,-0.3607918918132782
146,0.1677723526954651,2.679786443710327
147,2.290508508682251,0.325619101524353
148,2.1070172786712646,0.5897873044013977
149,3.435352087020874,-0.6412599682807922
150,1.1832598447799683,1.2511661052703857
151,3.0214617252349854,-0.9387932419776917
152,0.9435141086578369,1.715590000152588
153,0.4801437556743622,2.6750576496124268
154,1.5634191036224365,1.4719929695129395
155,0.8718851208686829,1.2710590362548828
156,1.7080192565917969,0.05542426556348801
157,0.7435224652290344,1.7609186172485352
158,0.3465180993080139,1.768995761871338
159,1.8803218603134155,0.5217482447624207
160,1.560797929763794,0.5803170800209045
161,2.2855331897735596,0.4720224440097809
162,0.6892914175987244,1.8453724384307861
163,2.932039737701416,-0.21030999720096588
164,-0.4569922089576721,3.5547969341278076
165,0.8216014504432678,1.7464779615402222
166,2.218313455581665,0.45543959736824036
167,1.9119453430175781,0.41503116488456726
168,-0.4332377314567566,3.0794098377227783
169,0.7960395216941833,1.655111312866211
170,0.6689102053642273,1.4440008401870728
171,1.8710561990737915,0.1744859367609024
172,2.075864553451538,0.637903094291687
173,3.709503173828125,-1.2856335639953613
174,0.9949284791946411,1.5302209854125977
175,0.971633791923523,1.672534465789795
176,0.19952811300754547,1.9106676578521729
177,1.0654650926589966,1.6421716213226318
178,2.182772397994995,-0.13718603551387787
179,3.1800620555877686,-0.8732233643531799
180,1.414834976196289,1.2057887315750122
181,2.5077428817749023,-0.4025987386703491
182,0.9532009363174438,0.704106867313385
183,2.4680161476135254,-0.14410105347633362
184,-0.9582392573356628,3.6448328495025635
185,1.3435367345809937,1.1378216743469238
186,1.8174747228622437,0.8067630529403687
187,1.296044111251831,1.3373444080352783
188,3.2389414310455322,-0.8773374557495117
189,3.2005984783172607,-0.9255500435829163
190,2.1493496894836426,0.303304523229599
191,0.07910070568323135,2.7008256912231445
192,2.8205196857452393,-0.03810708224773407
193,1.0154690742492676,1.5492228269577026
194,-1.211585521697998,3.423539400100708
195,2.288120746612549,0.7564887404441833
196,0.08674938231706619,2.341789484024048
197,-0.47008246183395386,3.4150829315185547
198,2.5696163177490234,-0.11594175547361374
199,2.296462297439575,0.5552719235420227
200,2.1831114292144775,0.1868942528963089
201,2.3099365234375,0.22667114436626434
202,0.4158540368080139,1.787584662437439
203,0.25526267290115356,2.383836507797241
204,2.08188796043396,0.45965421199798584
205,1.2726655006408691,1.3117414712905884
206,2.3941266536712646,-0.3757185637950897
207,1.6976103782653809,0.0439666211605072
208,3.039750099182129,0.0012527266517281532
209,1.8250784873962402,0.6044052243232727
210,0.44766196608543396,1.89190673828125
211,1.4512979984283447,0.8219228386878967
212,2.0183022022247314,0.8237668871879578
213,3.4160830974578857,-0.7374988794326782
214,1.117387056350708,1.2716269493103027
215,1.760667324066162,1.0727823972702026
216,0.46607422828674316,2.467275857925415
217,1.4811441898345947,0.6003161668777466
218,3.2104475498199463,-0.9250888228416443
219,1.5745954513549805,0.9433320760726929
220,1.8070285320281982,0.3410370647907257
221,-0.6681705117225647,3.3129823207855225
222,3.043874502182007,-0.8761042952537537
223,1.0980958938598633,1.7067279815673828
224,2.514435291290283,0.31467464566230774
225,1.5069072246551514,0.9859077334403992
226,1.933070421218872,0.5869747996330261
227,2.3000855445861816,0.2749658524990082
228,1.6635382175445557,1.1130229234695435
229,-0.8149136304855347,3.3532793521881104
230,1.7381024360656738,1.1027170419692993
231,1.4415384531021118,1.6764914989471436
232,1.4115487337112427,0.019699402153491974
233,0.7529727816581726,1.9748051166534424
234,3.322983503341675,-0.4028574824333191
235,2.0263986587524414,0.9940052032470703
236,1.7311961650848389,0.4977570176124573
237,0.71843421459198,1.7638630867004395
238,0.2298365980386734,1.9161128997802734
239,-0.577964723110199,2.9709219932556152
240,2.644084930419922,-0.21412555873394012
241,2.741217851638794,-0.9923199415206909
242,2.5155563354492188,0.3951337933540344
243,-0.10629662871360779,2.3705227375030518
244,0.030127502977848053,3.131544828414917
245,1.551483392715454,0.38945141434669495
246,1.4644825458526611,0.9431247711181641
247,1.0872665643692017,1.1249110698699951
248,1.2595700025558472,1.6897659301757812
249,1.4386277198791504,0.945682942867279
250,1.5355429649353027,1.253415584564209
251,1.0295391082763672,1.5588648319244385
252,2.8507888317108154,-0.4458656311035156
253,0.42539742588996887,1.8937947750091553
254,3.430603265762329,-0.9333922266960144
255,0.43003833293914795,2.288008451461792
256,2.99714732170105,-0.09350689500570297
257,1.4396775960922241,1.297576665878296
258,-1.0963318347930908,3.190537929534912
259,0.7854882478713989,0.90750652551651
260,0.464050829410553,2.03017258644104
261,1.4233148097991943,0.887153685092926
262,1.8301506042480469,1.0163815021514893
263,3.0524137020111084,-0.9159666299819946
264,2.4019038677215576,-0.14776454865932465
265,1.3206079006195068,1.3667232990264893
266,2.104299783706665,0.3247283697128296
267,0.10849115997552872,1.967111349105835
268,3.5534045696258545,-0.6333504319190979
269,0.6419575214385986,1.9311456680297852
270,1.4680241346359253,1.1397626399993896
271,2.9537341594696045,-0.7006593346595764
272,0.6609722971916199,1.3113107681274414
273,2.398487091064453,0.13266241550445557
274,0.05764543265104294,2.415550470352173
275,0.773396909236908,2.0638654232025146
276,1.817742943763733,0.40256360173225403
277,2.055837869644165,-0.21184000372886658
278,2.4913265705108643,0.7782856822013855
279,2.482438564300537,-0.017151646316051483
280,2.8222005367279053,-0.3991786241531372
281,0.14942426979541779,1.8500354290008545
282,2.103412628173828,0.7216232419013977
283,1.5840985774993896,0.8159318566322327
284,3.7122628688812256,-0.6243937611579895
285,1.6362285614013672,1.0583984851837158
286,1.8134777545928955,0.8896062970161438
287,2.198559522628784,0.2936669886112213
288,1.9233115911483765,-0.028240829706192017
289,1.4516648054122925,1.3909550905227661
290,0.9790278673171997,1.4273207187652588
291,1.6247243881225586,0.5184425711631775
292,2.742161989212036,0.6019801497459412
293,1.7270663976669312,1.5881034135818481
294,1.7973644733428955,1.0173912048339844
295,1.0374228954315186,1.749477505683899
296,1.628363847732544,0.9047876596450806
297,2.0738933086395264,0.11295569688081741
298,0.6432624459266663,1.4914991855621338
299,-0.4338550567626953,3.2549798488616943
300,1.1905667781829834,1.1600323915481567
301,2.794240713119507,-0.6094397902488708
302,2.369624376296997,0.42354851961135864
303,1.9463815689086914,0.8516111969947815
304,-0.8195372819900513,3.34429931640625
305,1.6476904153823853,0.8625389933586121
306,1.3479914665222168,0.777090311050415
307,0.9410036206245422,2.1638665199279785
308,2.9777438640594482,-0.5846577882766724
309,0.39246034622192383,1.986761450767517
310,1.0533335208892822,1.869504451751709
311,0.7336555123329163,1.889845371246338
312,2.2897589206695557,-0.27580708265304565
313,0.10677991807460785,2.5840489864349365
314,0.8893344402313232,2.2405917644500732
315,0.6585655808448792,1.927541971206665
316,1.0358059406280518,1.4606770277023315
317,1.6959266662597656,1.107254147529602
318,0.049706362187862396,1.6486315727233887
319,2.3343122005462646,-0.46539539098739624
